Influencer,videoName,text_text,cluster_label,umap_1,umap_2
3ctim,3ctim-20250428111336-1451740476685935,"(1) Functional text: Traditional Chinese subtitles translate the spoken dialogue throughout. (2) Hook text: '你知道Apple推出iPhone 16e嗎?' (Did you know Apple launched the iPhone 16e?). (3) Technical specs: '6.1吋超Retina XDR顯示器', 'A18晶片', '4800萬像素', '26小時續航', 'USB-C接口'. (4) Sales info: '2月21日開始預購', '2月28日正式開賣'.",4,7.3850446,2.249089
3ctim,3ctim-20250429144039-964673666221663,(1) 我的美食地图又来了 (Decorative: Hook - 'My food map is back'). (2) 這次要帶大家來新竹 (Functional: Translation - 'This time I'm taking everyone to Hsinchu'). (3) 聯合眼鏡 護眼旗艦店 (Functional: Brand name - 'Lianhe Optical Eye Care Flagship Store'). (4) 蔡司3D定位儀 (Functional: Product - 'Zeiss 3D Positioning Instrument'). (5) 5 ways 精準量測 (Decorative: Highlight - '5 ways precision measurement'). (6) 從台北跑來新竹 (Functional: Narrative - 'Ran from Taipei to Hsinchu'). (7) 蔡司精美禮盒 (Functional: Item description - 'Zeiss exquisite gift box').,1,11.602351,1.3010607
3ctim,3ctim-20250430034723-892568143753902,(1) 想知道我們結婚10年 (Want to know our 10 years of marriage) - Hook text. (2) 都如何保持愛的火花嗎? (How to keep the spark of love?) - Hook text. (3) 用摩擦! (By friction!) - Suggestive joke text. (4) 18禁 (18+) - Humorously warning graphic. (5) (傻眼) (Dumbfounded) - Reaction sticker. (6) 沒有啊!? (Nothing!?) - Confused tone. (7) 10年了! 不來電了! (10 years! No more spark!) - Disappointed realization. (8) 怎麼可能!! 我們來試看看! (How is it possible!! Let's try!) - Transition hook. (9) 趕快來試試看吧! (Come and try it quickly!) - Call to action.,1,12.181154,-0.5170917
3ctim,3ctim-20250430084647-1947699392766993,(1) Functional Text: '超狂抓猴 -APP-' (Crazy monkey catching/cheating detection -APP-) with an energetic tone. (2) Decorative Text: '媲美美國軍方監控系統' (Comparable to US military surveillance) used as a hook. (3) Functional Text: Subtitles detailing features such as '手機螢幕使用時間' (Screen usage time) and '移動並停留到哪些地方' (Movement and stay locations).,0,7.421883,1.1087344
3ctim,3ctim-20250430152922-1604547624188099,(1) '3c有意思tim哥' and '3ctim' - Decorative branding and social media handles. (2) 'OLI 拆家日常' - Decorative hook title meaning 'Oli's home-wrecking routine'. (3) '找頂!' - Functional text describing the dog's action of finding a spot to push. (4) '累死狗了...' - Decorative text implying the dog is exhausted. (5) '怎沒人理狗?' - Humorous hook questioning why no one is helping. (6) '哼...' - Decorative emotional text. (7) '理我!' and '來人啊!' - Decorative text representing the dog's imagined shouting for attention. (8) '理理狗!' and '放我出去玩' - Decorative text representing demands to be let out. (9) '五分鐘後...' - Functional text indicating a time skip of five minutes. (10) '越獄成功!' - Decorative celebratory text meaning 'Escape successful!',1,10.951414,-0.58133656
3ctim,3ctim-20250430170045-1934832704576773,"(1) Functional Text: '2016年iPhone初代SE登場的時候' (When the first iPhone SE debuted in 2016) - informative tone. (2) Decorative Text: '小巧機身' (Small body), '性能好' (Good performance), '立刻成為經典' (Became a classic immediately) - emphasizing positive traits. (3) Functional Text: '2020年第二代iPhone SE新登場' (2020 2nd gen iPhone SE debut), 'A13處理器' (A13 processor) - factual tone. (4) Functional Text: '2022年iPhone SE 第三代' (2022 iPhone SE 3rd gen), 'A15處理器', '續航升級' (Battery upgrade) - highlighting specs. (5) Hook Text: 'iPhone 16E 2025年全新登場' (iPhone 16E brand new debut in 2025), '蘋果的平價AI的神機' (Apple's affordable AI miracle machine) - exciting, speculative tone. (6) Decorative/Hook Text: '你喜歡哪一個?' (Which one do you like?) - engaging call to action.",0,7.577619,2.5670884
3ctim,3ctim-20250502155053-33919521414329912,"(1) Hook text: ""什麼!?"" (What!?) and ""你要我拍現場所有的樣品!?"" (You want me to film all the samples!?) appear with exclamation marks. (2) Product identification: ""AGI EDM38"" and ""外接式磁吸隨身硬碟"" (External magnetic portable hard drive). (3) Emphasis text: ""即拍即存!"" (Shoot and save instantly!) and ""8個南港展覽館那麼大!!"" (As big as 8 Nangang Exhibition Centers!!). (4) Specification text: ""才56克而已!"" (Only 56 grams!) and ""比巧克力還輕!"" (Lighter than chocolate!). (5) Second product text: ""AGI 三合一充電器 AP138"" and charging stats like ""67W快充"" and ""45分鐘筆電可以充55%"".",2,7.301159,3.0452533
3ctim,3ctim-20250503155947-2365313317214942,(1) Functional Text: Traditional Chinese subtitles throughout the video translating the spoken narration. (2) Decorative/Hook Text: '3c有意思tim哥' logo in the top left; 'AP138 Wall Charger' title; '120g' weight highlight; '30% -> 85%' charging progress bar; '動態配電功能' (Dynamic Power Allocation) feature label.,4,6.89383,1.481386
3ctim,3ctim-20250505113143-1249094966678777,"(1) Decorative text: '老闆 等一下等一下!' (Wait a minute, Boss!) and '想怎樣?' (What do you want?). (2) Hook text: '我要趁這波 買起來' (I want to buy in this wave) and '賺差價' (Make a profit on the difference). (3) Functional text: Lists 'iPhone16 Pro', 'iPhone16 Pro Max', 'iPhone16', and 'iPhone16e' with their respective storage sizes and prices in TWD. (4) Functional text: Details for a second-hand 'iPhone14 128G' including health percentage and price. (5) Decorative text: '再次打擊你' (Strike you again) with a humorous tone.",0,7.59246,2.6398702
3ctim,3ctim-20250505171812-673772525793264,(1) '3c有意思tim哥' and 'miko' (Decorative/Branding text at the top). (2) '你是不是也有過' (Hook: Have you ever had...). (3) '已登出帳號' (Functional: Logged out of account). (4) '導致聊天紀錄流失' (Functional: Leading to loss of chat history). (5) '你是無辜的!' (Emotional: You are innocent!). (6) '再次登入功能' (Functional: Re-login feature). (7) '15.4.0 #含以上' (Technical requirement: 15.4.0 and above). (8) '嘗試重新登入' (Functional: Try to log in again).,1,10.9977,0.021980526
3ctim,3ctim-20250507091959-1620515565532668,"(1) '在小米發表會' (At Xiaomi Launch Event) - Functional text setting the scene. (2) '我差點摔壞了鏡頭!!' (I almost broke the lens!!) - Hook text in a variety-show style. (3) '救救...' (Help...) with eye emojis - Decorative/Humorous text. (4) '熱騰騰的' (Fresh/Hot) - Decorative text indicating a new release. (5) '它是磁吸的' (It's magnetic) - Functional technical description. (6) '這是一款可磁吸用於手機背部外掛式的鏡頭相機' (This is a magnetic external lens camera for the back of phones) - Functional subtitle. (7) '無需配對充電 另外連結' (No pairing or charging, separate connection) - Functional product feature text. (8) '能即吸跟即用' (Can be used immediately upon attachment) - Functional product feature text. (9) '那你感興趣嗎?' (Are you interested?) - Hook/Call to Action.",1,7.671413,2.908784
3ctim,3ctim-20250508225059-1238949447797046,"(1) Functional Text: Traditional Chinese subtitles translate the spoken dialogue throughout the video. (2) Decorative/Hook Text: Captions like '欸老闆！' (Hey Boss!), '全家耶' (FamilyMart), and '都買得到！' (Available everywhere!) appear in bold, colorful fonts. (3) Scenario Hooks: Text such as '(狀況1) 慘了！手機空間容量滿了' (Situation 1: Crap! Phone storage is full) and '(狀況3) 充電線突然故障' (Situation 3: Charging cable suddenly broke) highlight specific use cases.",4,7.5868387,1.1591924
3ctim,3ctim-20250510175216-2826274974381612,"(1) Functional Text: Traditional Chinese subtitles translate the spoken dialogue throughout the video. (2) Decorative/Effect Text: Variety-show style hooks appear such as '#煩惱的時刻' (Worrying moment) in pink, '母親節要到了' (Mother's Day is coming), and '#根本是天注定!' (It's fate!). (3) Large orange and white text displays '5大優惠' (5 big deals). Specific product names and prices appear in bold yellow and white text against darkened backgrounds, e.g., 'iPhone 16 pro max 256GB' and '省4710元' (Save 4710 dollars).",4,7.584774,1.7913593
3ctim,3ctim-20250511125148-917312697361854,"(1) '你有想過 你下載的 LINE 是盜版的嗎' (Have you thought about whether the LINE you downloaded is a pirated version?) - Hook. (2) '近期有駭客假冒 LINE 下載網站' (Recently hackers have impersonated LINE download websites) - Information. (3) '木馬程式' (Trojan program), '個資外洩' (Data leak) - Warning text with emotional emphasis. (4) 'https://www.line.me/' - Functional URL. (5) '要小心啊~' (Be careful~) - Closing emotional hook.",1,10.89806,0.104119815
3ctim,3ctim-20250511131241-1953867851875776,"(1) Functional Text: ""老闆你在衝沙毀"" (What are you doing, boss?) - Curious tone. (2) Functional Text: ""我跟你講... 超酷的... 現在日幣呢 0.209"" (I'm telling you... so cool... now the Yen is 0.209) - Informative and excited tone. (3) Decorative/Effect Text: ""太及時了吧"" (So timely!) - Surprised tone. (4) Functional Text: ""正在處理付款... 成功！"" (Processing payment... Success!) - Triumphant tone.",0,10.374651,-1.9768052
3ctim,3ctim-20250511183206-912005724783265,"(1) Functional Text: '全球限量999輛' (Global limited 999 units) - Informative and exciting tone. (2) Decorative Text: 'Aston Martin Valhalla' - Identifies the subject. (3) Hook Text: '帶大家快速看' (Let's take a quick look) - Engaging the audience. (4) Functional Text: '菱格紋的設計' (Diamond pattern design), '碳纖維打造' (Made of carbon fiber), '賽車座椅' (Racing seats) - Highlighting key specs. (5) Effect Text: '帥!' (Cool!) - Emotional emphasis. (6) Hook Text: '出發!' (Departure!) - Energetic closing hook.",0,9.926694,0.07946635
3ctim,3ctim-20250512150640-1634098784279769,"(1) Hook text: 'Myeong-dong Phone Case Store Tour' in pink variety-show style font. (2) Functional text: '168cm.kr' and 'Evolution into a staffless shop' describing the store. (3) Instructional text: 'Selection SOP' followed by numbered steps (1, 2, 3) for picking out accessories. (4) Decorative text: 'Oppa' and 'Onnie' with emotional stickers. (5) Full functional subtitles in Traditional Chinese tracking the spoken narration.",4,8.038955,1.7826447
3ctim,3ctim-20250514053600-1704118937218177,(1) Functional Text: Subtitles at the bottom of the screen translating the narrator's speech into Traditional Chinese. (2) Hook Text: '使用平板筆電做教學' (Using tablets and laptops for teaching) appears in large yellow and white font. (3) Decorative/Effect Text: '但會干擾學生的注意力' (But it will interfere with students' attention) and '容易造成專注力下降' (Easily causes focus to drop) appear in large white font with black outlines to highlight the risks discussed. (4) Brand Text: 'miko' logo in the top left and social media handles like '3c有意思tim哥' in the top right.,4,7.1003375,1.7612098
3ctim,3ctim-20250517010716-1640290967406995,"(1) Functional Text: '3c有意思tim哥' and '@3ctim' (Branding logos in the top left corner). (2) Hook Text: '三星Galaxy S25 Edge' and '我們趕快帶大家看5大重點' (Introducing the 5 key points). (3) Decorative Text: '#Galaxy S25 edge', '#鈦輕藍' (Titanium Light Blue), '#鈦輕銀' (Titanium Light Silver). (4) Functional Data: '5.8mm', '重量：163g', '主鏡頭：200MP', '6.7吋', '120Hz 螢幕更新率', '3900mAh IP68' (Technical specifications listed with a professional yet informative tone).",2,7.13619,2.9640064
3ctim,3ctim-20250520214433-1538770293895787,(1) Functional Text: '最年輕的女億萬富翁' (The youngest female billionaire) - Hook/Title. (2) Functional Text: 'Taylor Swift' - Identifying the person shown. (3) Functional Text: '超過台幣500億的身價' (Net worth over NT$50 billion) - Informational detail. (4) Decorative Text: 'Scale' - Company logo appearing as a sticker. (5) Functional Text: 'Lucy Guo' - Identifying the person shown. (6) Functional Text: '12億美元' (1.2 billion USD) and '新台幣390億元' (NT$39 billion) - Financial data with an emphatic tone. (7) Functional Text: '3c Tim哥' - Social media handles in the top left corner.,2,9.568244,1.6533843
3ctim,3ctim-20250522082326-890707130495249,"(1) Functional Text: '大家好Tim哥' (Hi everyone, I'm Tim), introducing the creator. (2) Functional Text: 'Galaxy S25 Edge', '盒裝版' (Boxed version), '鈦輕藍' (Titanium Light Blue), identifying the product model and color. (3) Decorative/Effect Text: '超好看' (Super good looking), '超薄極致工藝' (Ultra-thin extreme craftsmanship), highlighting product features with an enthusiastic tone. (4) Decorative/Effect Text: '小心不要掉下去' (Be careful not to drop it), adding a humorous and cautious tone during the outdoor lighting test.",0,7.359241,2.50838
3ctim,3ctim-20250523193134-804133289370805,"(1) 'COMPUTEX 逛什麼?' (What to see at COMPUTEX?) appears as a primary hook. (2) Functional text identifies brands and products: 'AGI', 'EDM38 Pro', 'TF338', 'Gen5 SSD'. (3) Technical specifications: 'USB4 Gen3x2', 'Speed up to 4000 MB/s', '4 TB', '512G'. (4) Gaming-related text: 'Compatible with Switch 2'. (5) Decorative/Hook text: '更快' (Faster), '容量更大' (Larger capacity), '完全支援' (Full support), '沒有問題' (No problem). (6) Call to action: '追蹤AGI IG抽PS5+SSD' (Follow AGI IG to win PS5 + SSD).",2,7.2069674,2.759735
3ctim,3ctim-20250523195939-1536715144090872,(1) '大家看我有戴Galaxy Ring' (Look at me wearing a Galaxy Ring) - Hook text used to introduce the comparison. (2) 'Acer也出了!' (Acer also released one!) - Decorative text with an excited tone. (3) 'Free Sense Ring' - Functional text identifying the product. (4) 'Acer Ring / Galaxy Ring' - Comparative labels for visual identification. (5) '利用chatgpt告訴你' (Using ChatGPT to tell you) - Functional text explaining AI integration. (6) '玫瑰金版本' (Rose Gold version) - Decorative text highlighting color options.,1,7.6927137,3.097927
3ctim,3ctim-20250524182119-1471643031330054,"(1) '3c 有意思 tim哥' and social handles (Functional/Identity). (2) '不止喔' (Decorative/Hook: Not just that). (3) '川普狂囤比特幣' (Functional: Trump hoarding Bitcoin). (4) '美國州政府也跟進了' (Functional: US state governments also followed suit). (5) '新罕布夏州 正式立法' (Functional: New Hampshire officially legislates). (6) '將比特幣納入了戰略財政儲備' (Functional: Include Bitcoin in strategic financial reserves). (7) '依據《HB302法案》' (Functional: Based on HB302 bill). (8) '州政府可以將最多5%的公共資金投資於黃金、白銀' (Functional: State government can invest up to 5% of public funds in gold, silver). (9) '還有市值超過5000億美元的數位資產' (Functional: And digital assets with market value over 500bn USD). (10) '目前唯一符合數位資產就是什麼 比特幣' (Functional: Currently the only digital asset that fits is Bitcoin). (11) '消息一出整個市場看漲' (Functional: Market turned bullish upon news). (12) '剛看手機啊 現在已經97000了' (Functional: Just checked phone, already 97000). (13) '希望呢它可以挑戰10萬美元的大關' (Functional: Hope it challenges the 100k USD mark). (14) '同時也呼應了川普在3月啟動的戰略比特幣信託' (Functional: Echoes Trump's strategic Bitcoin trust in March). (15) '動用政府去查扣20萬的比特幣作為國家資產' (Functional: Using government to seize 200k Bitcoin as national assets). (16) '還強調說永久持有、不賣一枚' (Functional: Emphasized permanent holding, not selling one). (17) '現在美國聯邦還有地方州政府同步進場' (Functional: US Federal and state governments entering simultaneously). (18) '難道比特幣真的要從虛擬貨幣變成國家級的黃金了嗎' (Functional: Is Bitcoin really turning from virtual currency to national-grade gold?). (19) '你們覺得呢' (Decorative/Hook: What do you think?).",1,11.718354,0.2955235
3ctim,3ctim-20250526214204-1239613114327580,"(1) '你知道嗎' (Did you know?) - Hook text with a curious tone. (2) '讓OpenAI多燒了數千萬美元' (Made OpenAI burn tens of millions of dollars) - Informative and shocking tone. (3) '請 謝謝' (Please, Thank you) - Functional text highlighting the core topic of politeness. (4) '大量GPU計算' (Massive GPU calculations) - Technical term for context. (5) '0.14度電' (0.14 kWh) and '14顆LED的燈' (14 LED bulbs) - Comparison data. (6) '三罐的瓶裝水' (Three bottles of bottled water) - Visual measurement text. (7) '辛苦你了' (You've worked hard) - Closing emotional hook/sticker.",1,11.165748,-0.09030724
3ctim,3ctim-20250527203536-926544573164422,"(1) Functional Text: '網路傳說' (Internet Legend) in large white characters. (2) Decorative Text: 'YouBike 站滿了!' (YouBike station is full!) appearing with emotional stickers. (3) Functional Text: Chronological subtitles throughout the video translating the spoken dialogue. (4) Technical Text: 'YouBike App', '無位可還' (No space to return), and '申請滿站增時' (Apply for extra time) shown on the smartphone screen.",4,7.305087,0.9382398
3ctim,3ctim-20250531185131-941683131877185,"(1) Decorative Text: '軟老闆 你最近晉升機車族耶' (Soft Boss, you've recently joined the scooter crowd) as an opening hook. (2) Functional Text: 'Polaroid MS106WG Series' identifying the main product. (3) Marketing Text: '專為Gogoro打造的戰備武器' (Combat equipment specially made for Gogoro) with high emotional emphasis. (4) Functional Text: '搭載Sony Starvis雙鏡頭', '前後1080P', 'Super HDR' listing technical specifications. (5) Decorative Text: '夜視星光等級的啦！' as an enthusiastic endorsement. (6) Functional Text: 'APP 全功能操控', 'OTA 軟體更新' describing software features. (7) Pricing Text: 'NT$7990元' showing the final cost.",2,7.2079053,2.8327515
3ctim,3ctim-20250601131430-4300414386841372,"(1) Functional subtitles appear at the bottom translating Tim's speech. (2) Decorative 'Hook' text appears: '這機器 很厲害喔' (This machine is very powerful), '第一件事' (The first thing). (3) Informational overlays show 'Gate 21', '7分 30秒' (7 mins 30 secs), and humorous labels like '阿輝擋路' (A-Hui blocking the way) and '慢走不送' (Goodbye and take care).",4,7.900858,1.2962941
3ctim,3ctim-20250602221203-1583923876199455,"(1) Hook Text: '最划算的 iPhone?' (The most cost-effective iPhone?) in yellow/black variety style. (2) Decorative Text: '無敵划算!' (Incredibly cost-effective!) appearing with spark effects. (3) Functional Text: '舊機請他們估價!!' (Ask them to appraise the old phone!!) explaining the action. (4) Data Text: '最高可以回收 17000元' (Recyclable for up to 17,000) and 'iPhone 12 pro 只要 9900元耶' (iPhone 12 pro only 9900) showing prices. (5) Decorative Text: '原廠電池' (Original battery) emphasizing service quality.",2,7.5191555,2.9580612
3ctim,3ctim-20250603120631-1041859465668880,(1) Functional Text: On-screen game UI displays a countdown timer (starting around 40 and decreasing) and star icons representing the player's score. (2) Decorative Text: None.,6,7.226311,-1.075428
3ctim,3ctim-20250607120137-1212212424403534,"(1) Functional Text: White subtitles with black outlines appear at the bottom center of the screen, providing a traditional Chinese translation of the spoken Mandarin narration. (2) Functional Text: In-game UI elements are visible on the console screen, such as the coin count (07), lap counter (3/3), and current position (12th).",6,7.0297766,-1.001207
3ctim,3ctim-20250608194354-1123496349832176,"(1) Functional Text: Subtitles in Traditional Chinese translating the spoken dialogue throughout the video. (2) Decorative Text: '3C有意思tim哥' and '3ctim' appear as channel watermarks in the top left corner. (3) Hook Text: '家裡好幾台Switch' (Several Switches at home), '老婆你聽我狡辯' (Wife, let me explain), and '實際遊戲畫面' (Actual game footage) appear with stylized fonts to emphasize the narrative. (4) Technical Labels: '6.2吋', '7吋', and '7.9吋' appear to compare screen sizes.",4,7.230993,1.6714226
3ctim,3ctim-20250609165053-1591963128799027,None,7,-5.967572,10.352681
3ctim,3ctim-20250612122527-713765465154509,"(1) Hook text: '更新iOS26視覺智慧的 三種用法' (Updating 3 ways to use iOS 26 Visual Intelligence) appears as a title at the start. (2) Functional text: Chronological subtitles in Traditional Chinese translate the speaker's narration. (3) Interface text: English UI elements such as 'Add to Calendar', 'Image Search', 'Ask', and 'ChatGPT' are visible during the phone demonstrations. (4) Branding: Social media handles '3c有意思tim哥' and '@3ctim' are permanently displayed in the top left corner.",4,6.843406,1.7227812
3ctim,3ctim-20250612134446-817735278004644,"(1) Functional Text: '來,各位,我們現在已經拿到了 WWDC, 今年的 2025 紀念品喔' - Excited introductory tone. (2) Functional Text: '你看這個袋子,這袋子是我覺得贏了去年跟前年' - Subjective praise. (3) Functional Text: '很漂亮,而且這邊還有喜歡的粉紅色,有沒有看到?' - Highlighting specific colors. (4) Functional Text: '趕快看一下,裡面有什麼東西,包含第一個,誒,每年的水壺,有沒有? WWDC25,一樣有粉紅色,' - Cataloging items. (5) Functional Text: '誒,這個也是粉紅色的誒,你看,喔,這裡掛包包上,' - Instructional. (6) Hook Text: '重點是,嘿嘿,就是它啦,每年PIN呢?都有一些新的一些含意在裡面,我們大家來看有什麼?' - Highlighting the main attraction with mystery. (7) Functional Text: Explanations of 'Apple intelligence', '加州的州花' (California state flower), 'Metal API', and '章魚在鍵盤上打字' (octopus typing) - Educational tone. (8) Functional Text: 'WWDC25,持續鎖定我們頻道' - Call to action.",0,7.6579947,2.6594007
3ctim,3ctim-20250612223111-1105167601736637,"(1) Decorative Text: Social media handles '3c 有意思 tim 哥' and '3ctim' are fixed in the upper left corner. (2) Functional Text: A large opening hook 'iOS26 界面更新了這麼多' appears at the start. (3) Functional Text: Subtitles in Traditional Chinese appear at the bottom center, translating the spoken Mandarin narration. (4) Functional Text: Various UI labels such as 'Liquid Glass', 'Control Center', 'Library', and 'Collections' appear during the app walkthroughs.",4,6.8263507,1.6809404
3ctim,3ctim-20250613035657-782824927708782,"(1) Functional Text: Standard Android app icons like 'Google', 'Gmail', 'YouTube', and 'Play Store' appear on the menu. (2) Functional Text: Game UI elements including HP bars, skill icons, and character names 'Mona' and 'Chris' appear during gameplay. (3) Content Text: The brands 'Lenovo' and 'GAMESIR' are clearly printed on the rear of the device and controller. (4) Content Text: Technical labels like '13MP CAMERA' and 'Bluetooth' are visible on the back of the hardware.",6,6.8789654,2.4980438
3ctim,3ctim-20250615010414-1408590910922112,"(1) 大家好 Tim哥 (Hello everyone, Tim-ge) - Functional. (2) 我們來看一下Apple watch搭上iPhone (Let's look at Apple watch with iPhone) - Functional. (3) 如何快速可以啟用它的拍照 (How to quickly enable its photography) - Functional. (4) 而且是用手勢喔 (And it's using gestures) - Decorative/Hook. (5) 第一步呢 我們開啟相機 (Step one, we open the camera) - Functional.",1,11.841251,0.09026977
3ctim,3ctim-20250615163858-1396680281736131,"(1) Functional Text: '我拿到 iPhone 16e!' (I got iPhone 16e!) appearing with a hook-like graphic. (2) Decorative Text: 'iPhone 16e 搶先開箱' (iPhone 16e Early Unboxing) displayed in a stylized pink and white box. (3) Functional Text: '4800 萬像素單鏡頭' (48MP Single Lens), '動作按鈕' (Action Button), 'USB-C (沒有 Lightning 了)' (USB-C - No more Lightning), '6.1 吋' (6.1 inch), 'OLED 螢幕' (OLED Screen) providing technical details with a professional tone. (4) Social Media Branding: '3c有意思tim哥' and '@3ctim' visible as persistent watermarks.",2,7.0125813,2.7718813
3ctim,3ctim-20250617030629-1205810704640214,"(1) Hook Text: 'iOS18讓你沒有充電🔋焦慮' (iOS18 relieves your charging anxiety), appearing in a bold white font at the bottom. (2) Functional Text: '開始充電' (Start charging), indicating the action being performed. (3) Decorative/Effect Text: '仔細看動態島下面有出現充電多久即可80%' (Look closely, it shows how long to reach 80% below the Dynamic Island). (4) Functional Text: '設定裡電池那邊也會顯示！' (It's also shown in the Battery settings!), used as a concluding tip.",2,7.48222,2.5673838
3ctim,3ctim-20250617104639-935886705577539,(1) '欸老闆！老闆！' (Hey Boss! Boss!) - Hook/Dialogue. (2) 'MyCharge 隨插即充' (MyCharge Plug and Charge) - Decorative/Hook Text. (3) '手把手教學 step1 - step9' (Step-by-step tutorial steps 1-9) - Functional Text/Instructional. (4) '全台第一個全面支援' (Taiwan's first to fully support) - Promotional/Hook. (5) '6/30以前綁定...送30元充電金' (Bind before 6/30... get 30 NTD credit) - Call to Action/Promotion. (6) '是不是超快' (Isn't it super fast?) - Emotional variety-show style caption.,1,11.600341,0.44626302
3ctim,3ctim-20250617211140-935122355869116,"(1) ""密碼輸錯幾次就會被鎖？"" - Hook text, inquiring tone regarding iPhone lockouts. (2) ""第六次錯誤 鎖1分鐘"", ""第七次錯誤 鎖5分鐘"", ""第八次錯誤 鎖15分鐘"" - Functional text providing specific data points. (3) ""解決方法一 Apple ID 重設"", ""解決方法二 iTunes/Finder"", ""解決方法三 iCloud 遠端清除"" - Functional text listing solutions. (4) ""3c有意思tim哥"" - Decorative/Functional branding for the creator. (5) ""miko"" - Decorative brand logo in the top left corner.",2,7.545761,2.6820197
3ctim,3ctim-20250620142306-1959334044661646,"(1) Functional Text: Traditional Chinese subtitles appear at the bottom, translating the spoken Mandarin. (2) Decorative/Hook Text: Large, colorful captions such as 'Galaxy S25 Series', 'AI助手' (AI Assistant), 'Circle to Search', 'Now Brief', and 'Now Bar' appear as visual hooks. (3) Emotional Text: Sticker-like captions such as '長輩會愛死' (Seniors will love this) and '用嘴巴' (Use your mouth) emphasize specific points.",4,7.011945,1.9643995
3ctim,3ctim-20250621103140-893885376873503,(1) Functional Text: Subtitles translate the spoken Mandarin narration throughout the video. (2) Decorative/Effect Text: Titles such as 'Tesla Model Y launch party' and '全新版的 Model Y' appear with glowing effects. (3) Hook Text: '充電速度更快' (Faster charging speed) and '90秒的影片' (90-second video) are used to highlight key selling points and contest rules. (4) Brand Text: 'MICHELIN PILOT SPORT' and 'Tesla' are visible on the products.,4,7.2487974,1.3040618
3ctim,3ctim-20250621185103-908145921798143,"(1) Functional Text: Subtitles in Traditional Chinese translate the narration about US banks and stablecoins. (2) Decorative/Hook Text: Header text at the top left showing social media handles '3c有意思tim哥' and '@3ctim'. (3) Content Text: Key terms like '聯合穩定幣??' (Joint Stablecoin??), '比特幣' (Bitcoin), '數位黃金' (Digital Gold), and brand names 'J.P. Morgan', 'Citigroup', 'Wells Fargo' appear as emphatic graphic titles.",4,6.8243504,1.3629011
3ctim,3ctim-20250622023424-2395753820942549,"(1) Functional Text: Subtitles at the bottom translating the spoken Mandarin into Traditional Chinese. (2) Decorative/Hook Text: Large bold characters appear saying '想去日本' (Want to go to Japan) and '但疫苗打不到怎麼辦!?' (But what if I can't get the vaccine!?) to hook the audience. (3) Informative Text: List of insurance companies such as '安達產物', '台灣產物', '旺旺友聯', '南山人壽'. (4) Highlight Text: '100%全部理賠' (100% full compensation) and '5天內' (Within 5 days) used to emphasize key terms.",2,8.877565,1.0929091
3ctim,3ctim-20250622025712-3374920482676618,"(1) Decorative text: '30-something degrees' (with sun emoji) and '20-something degrees' (with shivering emoji) appear to highlight weather changes. (2) Functional text: 'SONY REON POCKET PRO' and 'Wearable Cooling/Heating Temperature Control Device'. (3) Technical feature text: 'Cooling contact area 2x larger', 'Fan upgrade, performance stronger', 'Operating noise reduced by 50%'. (4) Functional text: 'Price 6990 Yuan'. (5) Hook text: 'Summer Essential'.",2,7.2458315,2.1613197
3ctim,3ctim-20250624160221-1809405863085268,"(1) Functional Text: Subtitles in Chinese translating the speaker's dialogue. (2) Decorative/Hook Text: 'Aria Gen 2 智慧眼鏡' (Smart Glasses) appearing with a sparkle effect. (3) Feature Labels: '眼動追蹤系統' (Eye tracking system), 'CV camera', '3D 手部還有物體追蹤' (3D hand and object tracking), '支援心率的監測' (Supports heart rate monitoring). (4) Social Media Handles: '3c有意思tim哥' (Facebook) and '@3ctim' (Instagram) at the top left.",4,6.8479137,1.8044367
3ctim,3ctim-20250625183050-1439255734568149,"(1) Functional Text: '走 我們去看 vivo X200 FE' (Let's go see the vivo X200 FE). (2) Hook Text: '有哪些新顏色 新功能' (What new colors and features are there?). (3) Functional Text: '超大電量 90W 快充 還有防塵防水哦' (Huge battery, 90W fast charging, also dust and water resistant). (4) Decorative Text: Color names such as '極簡黑' (Minimalist Black) and '摩登藍' (Modern Blue) appear as labels. (5) Functional Text: Final slide shows camera specs '23mm f/1.88 1/1.20s ISO229'.",2,7.2485557,2.9355571
3ctim,3ctim-20250628214411-913524181640893,"(1) '抓猴神器回來了！' (The monkey-catching tool is back!) - Hook text with an excited tone. (2) '相信很多情侶啊' (I believe many couples...) - Functional subtitles. (3) 'Bump 這個名稱重新回歸' (The name Bump returns) - Functional subtitles. (4) '5個國家' (5 countries) - Decorative info text. (5) '完全免費 沒有廣告' (Totally free, no ads) - Hook/promotional text. (6) '下載吧' (Download it) - Call to action text.",1,10.971377,0.015990127
3ctim,3ctim-20250702175215-3366914950152492,"(1) '打造高質感影音內容!?' - Hook text in bold white letters with a black outline, meaning 'Create high-quality video content!?'. (2) '5款實用配件' - Functional text indicating '5 useful accessories'. (3) 'Elgato Prompter', 'Stream Deck XL', 'Key Light Mini', 'Facecam Pro' - Functional labels for the specific products being reviewed. (4) Subtitles at the bottom of the screen translate the spoken Mandarin narration throughout the video.",4,8.093088,1.5704263
