Influencer,videoName,main_purpose,cluster_label,umap_1,umap_2
2uncle987,2uncle987-20251023164618-1216724440031164,"The video is designed for entertainment, showcasing a creative and energetic physical challenge among a group of friends or coworkers. It leverages variety-show editing techniques—fast cuts, colorful text overlays, and enthusiastic audio—to engage the audience and highlight the fun and competitive spirit of the 'chair-sliding' game.",7,12.381453,6.7499175
2uncle987,2uncle987-20251025004544-1548094759601828,"To provide a positive review and walkthrough of the Emirates Business Class experience, emphasizing luxury, space, and high-quality amenities to inspire or inform potential travelers.",5,11.042095,3.369235
2uncle987,2uncle987-20251027002431-1476174703851559,"To entertain the audience through a humorous, short-form comedy skit. The video uses the trope of a fictional holiday to justify a physical joke (the slap), only to subvert expectations with a twist ending where the 'subordinate' realizes they have just assaulted their boss, shifting the tone from celebration to awkward realization.",4,12.695863,4.2307663
2uncle987,2uncle987-20251028081701-1544281183521773,"The video is a promotional vlog intended to endorse 'Dr. Evers Clinic' in Hongdae, Seoul. It highlights key selling points for Chinese-speaking tourists, such as easy location, transparent pricing, Chinese language support, and on-site tax refunds, using a 'girls' trip' narrative to make the service feel accessible and fun.",2,9.725133,4.0371537
2uncle987,2uncle987-20251028232109-900589689532275,"To document a family's travel experience in Tokyo through the eyes of children, specifically focusing on the variety of arcade entertainment available. The video uses the creative framing of a Japanese train announcement to link disparate arcade visits into a unified travel 'journey' across different city districts.",2,10.493511,3.745525
2uncle987,2uncle987-20251030185015-1836766460313336,"The video is a personal travel reflection where the creator justifies allowing her children to play arcade games during a trip to Japan, despite the activity being available at home. It aims to promote a parenting philosophy that prioritizes the children's immediate happiness and interests over strict adherence to traditional sightseeing during family vacations.",2,10.484577,3.757345
2uncle987,2uncle987-20251031015926-1574587713863142,"The video is an explicit advertisement for NIVEA Repair & Care skincare products. It uses a comedic 'vlog' style hook about dieting and food cravings to transition into a discussion about skin sensitivity and dryness caused by seasonal changes, ultimately positioning the NIVEA products as the essential solution for soothing and repairing the skin barrier.",2,6.584093,4.355506
2uncle987,2uncle987-20251031094705-1934733294104947,"To create a humorous relatable situation regarding the hidden behavior of a spouse when left alone at home, contrasting a facade of productivity with a reality of leisure and messiness.",4,13.240421,3.2114596
2uncle987,2uncle987-20251031130658-3608276132648903,"The video documents a beginner's journey in snowboarding, using a humorous montage of early failures to create a relatable hook before demonstrating technical progress (S-turns). Its purpose is to share personal achievement, promote a positive attitude toward learning sports, and potentially advertise the effectiveness of professional instruction.",7,11.210072,4.6808496
2uncle987,2uncle987-20251101215245-1984885685769000,"The video aims to entertain by performing a series of relatable comedic sketches that recreate common social scenarios and 'unspoken rules' from childhood or student life, using exaggeration and nostalgic references to engage the audience.",7,11.821221,6.95442
2uncle987,2uncle987-20251102224041-1649225636438529,"To promote and endorse the iRestore LED beauty mask by demonstrating its features, ease of use, and efficacy through a relatable comedic framing and clear visual results.",5,6.1018176,3.772144
2uncle987,2uncle987-20251105144036-860488933466261,"The video is a promotional advertisement for the brand 'haha baby'. It uses an energetic montage of two female creators modeling outfits and interacting playfully to build brand affinity and awareness, leading to a specific call-to-action regarding a 'Double 11' shopping festival sale event.",2,4.1548986,4.582183
2uncle987,2uncle987-20251105213547-860567757030285,"The video is a humorous short intended for social media engagement. It uses the contrast between a carefully choreographed, anime-inspired dance and a sudden, clumsy fall to create a comedic 'fail' moment that subverts the viewer's expectations.",7,12.468522,6.2190905
2uncle987,2uncle987-20251107080053-888847773886720,"The video is a comedic skit designed to entertain the audience through a subversion of expectations. It starts with a competitive 'running' hook between a father and daughter, uses a melodramatic montage to mock the child's small effort, and concludes with a punchline about the child's supposedly rude gesture toward her father.",7,12.075074,6.7038927
2uncle987,2uncle987-20251108135506-2713624765663577,"The video is a comedic short film designed for social media consumption, illustrating the relatable 'lazy day' trope where a person attempts to start their afternoon but gives up immediately upon realizing how late it is. It uses fast-paced editing and synchronized sound effects to emphasize the humor of her low productivity.",7,11.981771,6.3481574
2uncle987,2uncle987-20251109014201-1165805119082284,"The video is a creative advertisement for hahababy PharmaGABA supplements. It uses a parody of the 'Squid Game' series to capture attention (the hook), demonstrates the product's use to relieve stress/anxiety among the 'players', and concludes with a detailed breakdown of 11.11 sales promotions and bundled gifts to drive purchases.",2,4.129151,4.591069
2uncle987,2uncle987-20251109203501-1928924717705721,"The video is a comedic skit designed to deconstruct the idealized image of a successful 'boss' or entrepreneur. By contrasting stereotypical luxury with humorous, relatable, and sometimes absurd daily struggles (like sleeping at the office or using a cardboard box as a wallet), the content aims to build a more authentic and approachable persona for the creator while providing entertainment.",7,11.760189,7.0531898
2uncle987,2uncle987-20251109223801-26479977044960491,"To promote the 'hahababy' health supplement line, specifically their collagen jelly. It uses a comedic 'Guzhuang' skit where a woman's youthful appearance is attributed to the product, followed by a detailed showcase of product ingredients and a value-bundle offer (the suitcase set).",5,5.25344,4.3006973
2uncle987,2uncle987-20251109225053-1591797558729307,"The video is a promotional vlog designed to build brand trust for 'haha baby' skincare products. By providing a 'behind-the-scenes' tour of the factory, showcasing professional testing (viscosity, temperature stability), and high-tech automated production, the creator aims to demonstrate product safety and manufacturing excellence to her audience.",2,4.092627,4.6704655
2uncle987,2uncle987-20251110181600-1181716923744960,"To promote the quality and craftsmanship of Rencha milk tea by emphasizing premium ingredients like Taiwanese tea leaves and fresh milk, framed within a humorous and energetic vlog format to appeal to a young audience.",5,9.851069,2.3720725
2uncle987,2uncle987-20251110194912-1183804723521674,"To generate excitement and urgency for a limited-time shopping carnival (11.08-11.11). By using a high-energy group atmosphere and a fast-paced 'spinning chair' reveal format, the video highlights multiple incentives like free shipping and gifts to drive consumers to the hahababy brand.",2,4.446891,4.408348
2uncle987,2uncle987-20251111082637-33446733461641126,"The video is a promotional advertisement for the brand 'hahababy' targeting the 'Double 11' shopping festival. It utilizes a trending social media dance challenge ('Shikanoko') to create an energetic, fun, and viral-ready atmosphere, showcasing various suitcases and bags as props to encourage viewers to participate in the upcoming sale.",2,4.222095,4.561334
2uncle987,2uncle987-20251111183854-981068157827568,"To promote 'hahababy' brand bedding sets during the Double 11 shopping festival. The video uses a high-energy contrast between quiet sleep and a loud 'party' atmosphere to suggest that the product is perfect for any situation, emphasizing comfort and fun design.",2,4.3888235,4.5265594
2uncle987,2uncle987-20251112223537-2904051996603169,"This video serves as a promotional teaser for an upcoming 'hahababy' brand livestream event. By showcasing a variety of humorous and chaotic 'behind-the-scenes' style activities—such as game-playing, product demos, and family interactions—it aims to build excitement and curiosity about what will happen during the actual broadcast.",2,4.3585253,4.393022
2uncle987,2uncle987-20251113203303-865291369659947,The video is a high-energy promotional advertisement for the brand 'hahababy' during the Double 11 (November 11th) shopping festival. It uses comedic physical acting and a sense of chaotic urgency to inform viewers that it is the last day of the sale and to encourage immediate purchasing (checking out).,2,4.2233605,4.5539
2uncle987,2uncle987-20251115204648-25641745128825728,"The video serves as a lifestyle brand promotion, specifically highlighting the products of 'hahababy'. It uses a 'Day in the Life' format to integrate skincare, supplements, and apparel into the protagonist's daily schedule, suggesting that these products contribute to a productive, energetic, and high-quality lifestyle.",2,4.031079,4.757847
2uncle987,2uncle987-20251118194013-928251456296361,To showcase a young boy's talent and enthusiasm for K-pop by participating in a viral dance challenge involving virtual idol groups Superkind and MAVE:. The split-screen format serves as a direct comparison/tutorial mode to demonstrate accuracy in choreography.,4,12.932044,5.496087
2uncle987,2uncle987-20251119024055-1420079536484872,"The video serves as a creative travel vlog to document and share a trip to South Korea with friends. By using a small convex mirror as a consistent framing device, the creator adds a unique visual aesthetic to the memories, showcasing various cultural highlights like food, transport, and nightlife in an engaging, fast-paced format.",3,10.625086,4.3546233
2uncle987,2uncle987-20251120233119-920143137213086,"The video aims to document and share the high energy and camaraderie of a team-building or social event at a KTV. It uses the contrast between the 'expected' boring KTV session and the 'actual' chaotic, high-energy party to entertain the viewer and highlight the group's 'work hard, play hard' philosophy.",7,12.276047,6.9448647
2uncle987,2uncle987-20251121021205-1771710040162734,"To create humor through the subversion of romantic tropes. The video uses a 'Expectation vs. Reality' framework, showing a standard romantic couple first and then contrasting it with the main creator's absurd and high-energy 'Ga-style' alternative, which involves jumping over his partner like a child at play.",7,12.519068,4.714925
2uncle987,2uncle987-20251121114016-904746669181299,"The video aims to entertain by humorously contrasting the idealized romantic expectations of a 'one-day boyfriend' (represented by effortless lifts and aesthetic settings) with the realistic, less graceful dynamics of a long-term husband (represented by physical struggle and playful bickering).",7,12.104679,6.3848557
2uncle987,2uncle987-20251121154222-1346487597234196,"To promote a specific guesthouse named Rodem House in the Hongdae area of Seoul by demonstrating its extreme proximity to the subway and its clean, spacious, and fully-equipped interior, aimed at potential tourists looking for high-value accommodation.",5,10.52373,3.281845
2uncle987,2uncle987-20251201091754-883817217723256,This video serves as a promotional highlight for a cross-brand collaboration between 'TKK Fried Chicken' and 'haha baby'. It aims to generate excitement for the limited-edition merchandise and food menu items by showing the influencers' active participation in a launch event and their direct interaction with the products and customers.,2,4.394622,4.4335237
2uncle987,2uncle987-20251205183250-1222976402638439,"To market and endorse White Wings skincare products by using a relatable, humorous skit as a hook to transition into a detailed demonstration of the products' effectiveness and ingredients.",5,6.2349,3.8814306
2uncle987,2uncle987-20251205204035-3935026243297247,"To demonstrate a quick and easy recipe for stir-fried pork with garlic and onions, aimed at home cooks looking for simple meal ideas. The video uses a standard social media tutorial format with a strong visual hook and rhythmic editing.",3,9.096506,2.189683
2uncle987,2uncle987-20251206010015-871782429050764,The video is a comedic family vlog intended to entertain by showing a 'theft' prank among family members at an airport. It highlights the lack of awareness travelers often have while in line and serves as a humorous reminder to keep belongings secure.,7,11.118934,5.4987535
2uncle987,2uncle987-20251206032231-25860232900329773,"The video uses a humorous skit format about getting drunk and having a hangover to seamlessly integrate and endorse several products: honey for health, a cleansing gel for skincare, and nutritional capsules for alcohol metabolism. It aims to entertain while demonstrating the utility of the brand's 'recovery' set.",2,7.055288,4.1540694
2uncle987,2uncle987-20251208011013-932012056116281,To create a humorous and entertaining 'remix' video where the mundane task of asking colleagues to say specific words is transformed into a beat-synced music video parodying a famous K-pop song.,4,12.829299,4.5320168
2uncle987,2uncle987-20251208015015-1990681081490075,"The video serves as a creative DIY tutorial demonstrating how to upcycle an old T-shirt into a stylish fringed bag. By showing a simple process that requires no sewing, it encourages sustainable fashion practices and promotes the 'haha baby' clothing brand through integrated product use.",2,10.427476,5.0405297
2uncle987,2uncle987-20251209000113-928521006194064,The video aims to provide career and interview advice by debunking the myth that academic degrees are the only important factor. The speaker emphasizes that employers value a sense of responsibility and clear communication of goals and expectations during the interview process more than just paper credentials.,7,10.867067,6.939777
2uncle987,2uncle987-20251209150231-1268563104677068,"The video is a lifestyle tutorial designed to entertain and inspire viewers with a creative, humorous DIY Christmas hairstyle. It combines practical 'how-to' steps with high-quality festive visual production to drive engagement during the holiday season.",7,10.584906,5.1090226
2uncle987,2uncle987-20251211212342-2298359230639557,"To document and promote the recording of a new theme song for the 'Haha Baby' brand, utilizing the charm and humorous interactions of the creator's children to engage the audience and build brand affinity.",5,4.6025543,4.1995482
2uncle987,2uncle987-20251214151258-4472655649723698,"The video is a lifestyle travel vlog intended to share a lucky and highly emotional moment with the audience. It documents a group of friends succeeding at a difficult arcade game in South Korea and winning a large prize, emphasizing their shared joy and friendship.",7,10.6310625,4.4013586
2uncle987,2uncle987-20251214152859-1632641067912489,"To provide a highly persuasive makeup recommendation tutorial by showing the daily-use essentials of the creator, demonstrating their effectiveness through live swatches and application, and validating them with social media popularity.",5,6.145776,3.6654506
2uncle987,2uncle987-20251218180059-1971759340388402,"The video serves as a promotional and educational 'behind-the-scenes' tour of a wool sweater factory. It aims to demonstrate high quality control, meticulous manual craftsmanship (linking and thread finishing), and hygiene standards (washing process) to build consumer trust in the brand's production value.",2,9.539883,5.0774837
2uncle987,2uncle987-20251218182958-1968448914079781,"The video serves as a comprehensive educational guide for a multi-layered makeup routine. It aims to demonstrate sophisticated cosmetic techniques through a structured, numbered format, providing both the 'how-to' and 'why' for each step while maintaining an engaging, personal vlog aesthetic.",7,9.893423,5.087541
2uncle987,2uncle987-20251219211122-25798658606460423,"The video is a social media dance challenge designed to showcase synchronization between real-life dancers and a popular animated meme (the seals). It aims to entertain viewers through rhythmic movement and catchy music, likely to gain traction on platforms like TikTok or Douyin.",7,13.077384,5.9729133
2uncle987,2uncle987-20251220193200-1465930788873838,"The video is a humorous behind-the-scenes look at a vocal recording session. Its ultimate goal is to entertain the audience by showing the funny process of different creators attempting to record a specific high-pitched jingle, highlighting their camaraderie and the playful atmosphere of the studio before revealing the final group sound.",7,11.788077,7.2634196
2uncle987,2uncle987-20251220202003-1241239544637074,The video is a lifestyle-based commercial endorsement for UStini health shoes. It uses the narrative of a daughter taking her elderly parents out for a walk in Taipei to demonstrate the comfort and technological benefits (grounding/conductivity) of the footwear for seniors.,2,7.070907,4.951042
2uncle987,2uncle987-20251222151717-4220549664927887,"To promote the '2025 Hahababy RUN' by showing the completed event infrastructure and the enthusiasm of the organizers, effectively acting as a 'final call' or hype video for participants.",5,4.5256853,4.291439
2uncle987,2uncle987-20251222190559-1474426747619122,To promote and preview the merchandise available at the 'haha baby 2025 Road Run' event market. The video serves as a guided tour to build anticipation and encourage sales by demonstrating product variety and highlighting special event pricing.,2,4.4098854,4.4053235
2uncle987,2uncle987-20251222230954-1588076909001983,"The video serves as a promotional vlog for the band 'Seven Moon Half', documenting their appearance at a public event. It combines high-energy performance clips with lighthearted, humorous interview segments to showcase the band members' personalities and build excitement for their live shows in Taichung.",2,9.298996,5.161798
2uncle987,2uncle987-20251224020136-923869079987200,"To provide educational content regarding parenting strategies for sibling conflicts, specifically highlighting a 4-step '安定教養' (Stable Parenting) method to promote an online course.",5,8.721091,7.0912385
2uncle987,2uncle987-20251224164013-25964264076526880,"This video serves as a high-energy recap of a fan-centered event called 'Haha Baby Run'. It aims to celebrate the success of the event, showcase the brand's community engagement through prizes and performances, and strengthen the emotional bond between the influencers (Cai A-ga's family) and their followers by showing vulnerability and sincere gratitude at the end.",2,4.290639,4.4683514
2uncle987,2uncle987-20251224232223-935339935513152,"This video serves as a 'behind-the-scenes' or 'deleted scenes' collection for a large-scale community road run event organized by the influencer brand 'hahababy'. By showing candid, funny, and heartwarming moments that didn't make the primary event video, it strengthens the connection between the creators (Cai Aga and 二伯) and their fanbase, emphasizing a sense of community and the joy of the event.",2,4.3304925,4.3812113
2uncle987,2uncle987-20251225020334-871748182300543,"To promote a brand-related event ('hahababy road run') by using a humorous, high-energy POV scenario that shows the infectious enthusiasm of a large group of people (presumably staff or community members) joining in a synchronized run.",4,4.4996943,4.2180233
2uncle987,2uncle987-20251226013802-882634471191959,"The video is a family-oriented lifestyle vlog designed to entertain and document a Christmas DIY gingerbread house workshop. It leverages the inherent unpredictability and cuteness of children to create a relatable narrative that moves from the organized effort of creation to the humorous 'disaster' of an accidental breakage, ultimately emphasizing memories over perfection.",7,10.91872,4.84986
2uncle987,2uncle987-20251227224017-1409273524018586,"The video is a practical shopping guide and skincare tutorial intended to promote specific affordable skincare products available at Daiso in South Korea. By showing immediate 'before and after' results and providing a clear, step-by-step demonstration of a blackhead removal routine, the content aims to convince viewers of the products' effectiveness and high value-for-money.",2,6.724345,4.214955
2uncle987,2uncle987-20251228124314-4252000911755003,"To create a heartwarming and creative group holiday greeting. The video uses a collaborative framing technique to show community and festive spirit, culminating in a visual representation of a Christmas tree made of the participants' faces.",7,12.094125,5.4690003
2uncle987,2uncle987-20251229232336-4480354758900128,"The video is designed to showcase the preparation for and enjoyment of a festive Christmas gathering. It highlights the aesthetic and organizational effort involved in decorating a space and preparing food, ultimately celebrating the reward of social togetherness. The goal is to inspire viewers with holiday decor ideas and convey a sense of communal joy.",7,11.975333,5.8154645
2uncle987,2uncle987-20251230003533-1429458425637877,"The video is a commercial endorsement for 'Geng Yuan' black sesame powder. It uses a relatable kitchen setting and enthusiastic female influencers to demonstrate the product's superior solubility (fine powder) and nutritional value (high calcium, low fat) compared to competitors. The ultimate goal is to drive sales by showcasing the product as a healthy, easy-to-use supplement for the whole family.",2,7.316259,3.975343
2uncle987,2uncle987-20260101215701-1458967585903507,"The video serves as a beauty 'haul' and review, specifically targeting budget-conscious consumers. The creator provides a list of affordable makeup items found at Daiso Korea, demonstrating their application and effectiveness to encourage viewers to purchase these products.",2,9.289829,4.6428823
2uncle987,2uncle987-20260103083749-914925747736271,"The video serves as a lifestyle hack tutorial aimed at tourists or locals in Japan, teaching them how to customize a 7-Eleven smoothie by adding a specific brand of Yakult for a better taste or nutritional benefit. It leverages a trending audio track and fast-paced editing to create a sense of discovery and excitement.",3,9.503441,3.5529997
2uncle987,2uncle987-20260104214626-1647983856556851,"The video serves as an enthusiastic product endorsement for TKLAB Super Collagen Drink. It aims to convince viewers of the product's immediate efficacy (the 10-day claim) and pleasant taste by showing a personal transformation, detailing the high collagen content (6000mg), and demonstrating its popularity among office colleagues. The ultimate goal is to drive sales by framing the product as a lifestyle essential that replaces the need for beauty filters.",2,7.166672,3.8497818
2uncle987,2uncle987-20260105003018-911187931376624,The video aims to provide emotional value and career advice to viewers by sharing the creator's personal journey from being poor at communication to becoming resilient and open. It emphasizes that direct communication is more effective than complaining and that professional growth comes from being able to separate personal feelings from business matters.,7,10.963778,6.830389
2uncle987,2uncle987-20260107152542-1281922970445838,"To promote and sell EVOLSENSE health and beauty supplements (Light It Up Beauty Drink and Lutein capsules). The video uses a relatable 'clumsy' hook to grab attention, followed by a detailed breakdown of product benefits, safety certifications, and a direct incentive via a group buy discount.",5,6.299366,3.9460309
3ctim,3ctim-20250218131707-1119024960324991,"To promote the Samsung S25 Ultra's AI capabilities, specifically the Gemini integration for real-time menu translation and travel assistance, targeting tech enthusiasts and frequent travelers.",6,7.6024876,7.1576114
3ctim,3ctim-20250218131707-1157873572946622,"To report and discuss news regarding Elon Musk's announcement to start an AI game studio. The video synthesizes visual evidence of Musk's current business empire with his recent social media activity to validate the news, ultimately aiming to provoke viewer discussion on the feasibility and excitement of such a venture.",6,8.615504,7.3739276
3ctim,3ctim-20250218131707-1256932416382156,"The video aims to provide lighthearted holiday entertainment and engage the audience during the Lunar New Year by demonstrating a simple, fun family game involving money and toys. It serves as a personal brand-building piece for the creator, 'Tim', by showcasing a relatable and energetic family moment while offering seasonal blessings to followers.",7,10.571909,5.95814
3ctim,3ctim-20250218131707-1272390101503609,"The video aims to build early hype for the Samsung Galaxy S25 Ultra by providing a 'first in Taiwan' unboxing experience. It showcases the new physical design, camera upgrades, and box contents to inform and excite tech-savvy viewers.",6,6.630087,6.9959083
3ctim,3ctim-20250218131707-1299368418720585,"The video serves as a instructional guide to demonstrate the features of a new Apple event invitation app, specifically using the context of organizing a group lottery buy (Power Lottery) to engage the audience and show practical utility.",6,7.2442136,7.7039213
3ctim,3ctim-20250218131707-1432890131814645,"To provide a highly engaging and concise review of the Aston Martin Valhalla, emphasizing its status as an 'ultimate supercar' and its impressive performance specs to appeal to luxury car enthusiasts and tech followers.",5,8.011079,7.300481
3ctim,3ctim-20250218131707-1446065200228979,"The video aims to inform the audience about TikTok's new policy restricting the use of certain AI beauty filters for users under 18. By highlighting the psychological impact of filter-induced anxiety and demonstrating the changes, the host encourages viewers to engage in a discussion about social media regulation and its effects on youth.",6,9.072081,7.444756
3ctim,3ctim-20250218131707-1449066426911182,"The video serves as an educational tutorial to inform the public about the new online passport renewal system launched by the Taiwan Ministry of Foreign Affairs (BOCA) starting in 2025. It aims to demonstrate the convenience of the digital process compared to traditional in-person queuing, providing a step-by-step guide on eligibility and application procedures.",2,9.269546,5.827082
3ctim,3ctim-20250218131707-1460689218915426,"The video is a travel vlog intended to share the unique and immersive experience of a husky sled safari in Finnish Lapland. It emphasizes the sensory aspects of the trip—the coldness (frozen eyelashes), the energy of the dogs (barking and pulling), and the cozy conclusion (campfire), likely to inspire viewers or document a personal journey.",2,10.530227,4.5700336
3ctim,3ctim-20250218131707-1466065781599985,"The video is a promotional advertisement for the 'Apple Day' sales event at Tsann Kuen (燦坤), a Taiwanese electronics retailer. By utilizing a tech influencer to compare the local shopping experience to Japan's Bic Camera, it positions Tsann Kuen as the premier destination for Apple products in Taiwan, specifically highlighting limited-time discounts and credit card offers available between January 24th and 26th.",2,8.30671,7.563944
3ctim,3ctim-20250218131707-1534801170921496,"To generate hype and provide a first-look review of the Samsung Galaxy S25 Edge, emphasizing its design innovation (thickness) by comparing it to past models and validating it through on-site experience and peer influencer opinions.",6,6.6652846,7.1346374
3ctim,3ctim-20250218131707-1573856370549552,"To showcase a premium, limited-edition Chinese New Year 'Red Packet' or gift set from Apple, highlighting its exquisite material texture, traditional cultural motifs, and festive aesthetic through close-up unboxing.",5,11.427111,4.126245
3ctim,3ctim-20250218131707-1623286252197269,"To inform travelers about the nuances of travel insurance, specifically pointing out that statutory infectious diseases like the flu might be excluded from coverage depending on the policy and the timing of the infection. It serves as a consumer advisory video.",4,9.006513,7.243134
3ctim,3ctim-20250218131707-1663660458121912,"The video serves as a promotional review of the Samsung Galaxy S24 Ultra, specifically targeting fans of live music and concerts. It highlights the phone's advanced AI features—including high-resolution zoom, audio isolation for clear vocal recordings, and automated video editing—to solve common pain points for 'fan site' creators (station masters).",6,6.8086734,6.902315
3ctim,3ctim-20250218131707-1799843407343725,"The video serves to showcase a diverse and creative range of accessories within the Samsung ecosystem, highlighting collaborations with popular global brands like Hershey's and Disney to appeal to a broad consumer base.",2,7.7909803,5.463049
3ctim,3ctim-20250218131707-1817270235621275,"The video aims to inform and entertain viewers by discussing a high-profile contemporary art event: the multi-million dollar sale of Maurizio Cattelan's banana artwork. It explains the paradox of the artwork's value, which lies in the conceptual certificate rather than the perishable fruit, using the recent event of Justin Sun eating the banana as a focal point.",2,8.37751,3.7437665
3ctim,3ctim-20250218131707-1965299684085347,"The video serves as a comprehensive visual catalog for the Samsung Galaxy S25 series launch. It aims to provide consumers with a clear look at every available color option, including the standard retail versions and the web-exclusive variants, using rapid editing and on-site commentary to build excitement and inform purchasing decisions.",6,6.6463327,7.0158677
3ctim,3ctim-20250218131707-1986947205572402,"To showcase the design, technical specifications (noise cancellation, battery life, customizability), and user experience of the Dyson OnTrac headphones through a visually dynamic lifestyle montage.",6,7.535905,7.186278
3ctim,3ctim-20250218131707-2271401573685683,"To report on the advancement of wireless charging technology for electric vehicles, highlighting its deployment in Detroit and its planned use for the 2028 Los Angeles Olympics as a solution for range anxiety and charging convenience during traffic.",6,8.223406,7.3343644
3ctim,3ctim-20250218131707-25772003975825997,The video is a practical technology tutorial designed to teach iPhone users how to maintain full image quality when using AirDrop. It addresses a specific technical frustration by providing a visual walkthrough of the necessary iOS settings.,6,7.2380195,8.166144
3ctim,3ctim-20250218131707-25997989476476227,"The video serves as a promotional review of the catering services provided at the BMW Shangyin (Xinzhuang) car service center. It aims to showcase that customers waiting for car repairs or charging can enjoy high-quality bento boxes and snacks, breaking the stereotype of mundane waiting areas.",3,9.245948,3.3848882
3ctim,3ctim-20250218131707-2873351462850420,"The video aims to raise health awareness regarding the hygiene of mobile phones used in bed. By citing scientific reports and using vivid visual comparisons (like toilets and cockroach bacteria), it warns viewers that the warm, moist environment of a bed promotes bacterial growth on phones, potentially leading to skin issues or respiratory infections.",6,7.095746,5.173926
3ctim,3ctim-20250218131707-4468741126742893,"To showcase and promote the ASUS ZenFone 12 Ultra by highlighting its flagship specifications, particularly its AI-enhanced camera stabilization, noise reduction, and productivity tools, targeting consumers who value high performance-to-price ratios.",6,7.4496813,7.1488805
3ctim,3ctim-20250218131707-729778280071831,"The video is a promotional tech review designed to showcase the user-friendliness and portability of the DJI Flip drone. By demonstrating features like no-controller operation, automatic following, and voice commands, it aims to lower the barrier to entry for novice drone users and content creators looking for an easy-to-use aerial camera tool.",6,7.111565,6.6269994
3ctim,3ctim-20250218131707-939289909034385,To promote a specific limited-time sale event for folding smartphones at the 'miko' retail store by contrasting standard high market prices with the retailer's discounted prices.,5,8.200934,8.162779
3ctim,3ctim-20250218131707-943994917984594,"The video is a direct-to-camera marketing advertisement for 'Miko,' a mobile retailer. The creator uses his persona as a tech influencer to explain various pre-order bonuses and trade-in incentives for the Samsung Galaxy S25 series, aiming to drive traffic to the brand's website and physical stores.",6,8.235,8.202324
3ctim,3ctim-20250219172139-1661366341964183,The video aims to promote and review the CMF by Nothing product line (Buds Pro 2 and Watch Pro 2) by highlighting their high performance-to-price ratio and unique physical customization features to a tech-savvy audience.,6,7.1576676,6.7139635
3ctim,3ctim-20250220164102-982603490757745,"To educate retail investors about the structure of the 0050 ETF, highlight its similarities to 006208, and discuss the implications of a potential stock split for entry-level investors.",5,8.5129795,7.42275
3ctim,3ctim-20250221231145-802361472211334,To provide a practical tech tip for iPhone users on how to transfer photos via AirDrop without losing data or quality. The video uses a 'pain point' (low-quality transfers) to grab attention and offers a step-by-step visual guide as the solution.,6,7.29175,8.221218
3ctim,3ctim-20250222231131-1685882542784683,"The video serves as a technical life hack tutorial designed to increase efficiency for iPhone users. It demonstrates the 'Text Replacement' feature to help users avoid repetitive typing for things like addresses, flight numbers, or emails, presented in an energetic and accessible format common to social media influencers.",6,7.2968273,8.107392
3ctim,3ctim-20250225171146-1718534769530902,The video serves as an engaging travel vlog entry aimed at sharing the experience of snowshoeing. It combines entertainment (the slip incident) with light education (how to walk in snow) and scenic appreciation to encourage viewers to try similar outdoor winter activities.,7,10.833287,4.6548734
3ctim,3ctim-20250227183213-1995504511388569,"To inform the audience about a specific technological advancement in the UK where an AI-generated character named Daisy is used to waste the time of scammers, thereby protecting potential victims and disrupting scam operations. The host seeks to share interesting tech news while subtly promoting the 'miko' brand.",6,8.646146,7.5728025
3ctim,3ctim-20250303075110-2048555125712945,"To provide a quick, high-energy comparison between the iPhone 16 and iPhone 16e, focusing on price value, screen specs, and physical durability to help consumers make a purchasing decision.",6,7.6897054,7.835097
3ctim,3ctim-20250303133121-1683409855964783,"The video serves as a travel vlog review of a premium airport lounge, likely at Dubai International Airport. It aims to inform viewers about the lounge's massive scale and the variety of food available, while also providing a subjective critique that the food quality is standard despite the impressive surroundings.",3,10.140901,4.2166066
3ctim,3ctim-20250304112459-1566956174635353,The video is a sponsored tech review and advertisement designed to promote the Samsung Galaxy S25 series. It uses a relatable daily scenario—a husband being asked to buy groceries by his wife—to demonstrate specific AI features like 'Circle to Search' and 'Call Transcript/Summary'. The ultimate goal is to drive sales through the Samsung Shop app by showcasing exclusive pre-order discounts and a promo code.,6,6.9296064,6.779924
3ctim,3ctim-20250305022713-1372474867985177,"To provide a rapid 'hands-on' visual summary of Xiaomi's latest hardware ecosystem, focusing on industrial design and product variety at a major tech exhibition.",6,7.760716,7.348211
3ctim,3ctim-20250308185627-1496856568711482,"The video serves as a public service announcement and lifestyle guide, informing travelers that as of 2025, hotels in the region (implied Taiwan) will no longer provide disposable toiletries. It uses a tech-reviewer style to list essential items viewers must now pack themselves to avoid extra costs or inconvenience.",2,9.768506,5.3767905
3ctim,3ctim-20250311165135-1451722966668313,"The video aims to entertain the audience by sharing a travel experience from Finland, specifically highlighting unique products found in a local supermarket, and using the polarizing taste of Finnish salty liquorice as a comedic 'prank' on the creator's staff to generate funny reactions.",3,8.461561,3.8395293
3ctim,3ctim-20250313180108-1201485795306536,The video serves as a comprehensive travel guide and review of the Japan Airlines (JAL) lounge facilities. It aims to inform travelers on how to utilize high-tech services like app-based shower booking and food ordering while showcasing the quality of the amenities to provide value to potential airline customers.,2,9.886689,3.7453651
3ctim,3ctim-20250313225144-791068194015340,"To introduce a viral, unconventional piece of hardware (the Gboard Bar by Google Japan) through a humorous lens, explaining its physical dimensions and quirky use cases while clarifying its availability as an open-source project.",5,8.287608,7.160103
