influencer,media_id,creation_time,expected_filename,more5min,prompt_emb,video_emb,audio_emb
1105ya,8.35706E+14,2025-09-13 17:33:11+00:00,1105ya-20250916191403-835705579492700.mp4,0,1,0,0
1105ya,2.58381E+15,2025-09-13 17:37:09+00:00,1105ya-20250916092731-2583810912006172.mp4,0,1,0,0
1105ya,1.98089E+15,2025-09-15 14:00:08+00:00,1105ya-20250919030108-1980894066110725.mp4,0,1,0,0
1105ya,2.60345E+16,2025-09-17 16:21:37+00:00,1105ya-20250920080236-26034497262854199.mp4,0,1,0,0
1105ya,1.17988E+15,2025-09-17 18:03:18+00:00,1105ya-20250920110415-1179882340883880.mp4,0,1,0,0
1105ya,2.03811E+15,2025-09-18 09:24:28+00:00,1105ya-20250921004453-2038110270313558.mp4,0,1,0,0
1105ya,1.22888E+15,2025-09-19 05:30:05+00:00,1105ya-20260222125556-1228880172514368.mp4,0,1,0,0
1105ya,8.86087E+14,2025-09-25 12:55:57+00:00,1105ya-20250928041621-886087261008165.mp4,0,1,0,0
1105ya,1.38742E+15,2025-09-25 17:52:24+00:00,1105ya-20250928064247-1387422045877281.mp4,0,1,0,0
1105ya,1.46262E+15,2025-09-27 14:15:45+00:00,1105ya-20250930035612-1462615345650273.mp4,0,1,0,0
1105ya,1.4069E+15,2025-09-27 15:32:41+00:00,1105ya-20250930074351-1406900377176047.mp4,0,1,0,0
1105ya,1.63158E+15,2025-09-28 17:29:31+00:00,1105ya-20251001230326-1631583707835760.mp4,0,1,0,0
1105ya,1.64686E+15,2025-09-28 18:16:50+00:00,1105ya-20251001230713-1646856689814350.mp4,0,1,0,0
1105ya,1.40884E+15,2025-09-29 06:30:56+00:00,1105ya-20251001214106-1408840687604944.mp4,0,1,0,0
1105ya,1.34531E+15,2025-10-01 10:57:21+00:00,1105ya-20251003214727-1345314554292480.mp4,0,1,0,0
1105ya,8.92515E+14,2025-10-01 14:56:58+00:00,1105ya-20251004130703-892515223675555.mp4,0,1,0,0
1105ya,1.45217E+15,2025-10-06 13:09:02+00:00,1105ya-20251024041333-1452166846243778.mp4,0,1,0,0
1105ya,8.57988E+14,2025-10-10 10:48:56+00:00,1105ya-20260109175818-857988380393777.mp4,0,1,0,0
1105ya,1.51339E+15,2025-10-10 12:05:59+00:00,1105ya-20251012232655-1513390196427490.mp4,0,1,0,0
1105ya,2.45596E+15,2025-10-11 05:51:52+00:00,1105ya-20251015130223-2455957628152540.mp4,0,1,0,0
1105ya,2.39065E+15,2025-10-17 02:23:37+00:00,1105ya-20260222125532-2390647874682943.mp4,0,1,0,0
1105ya,2.8292E+15,2025-10-18 11:23:04+00:00,1105ya-20251103004332-2829195473950792.mp4,0,1,0,0
1105ya,1.64825E+15,2025-10-18 11:27:00+00:00,1105ya-20251020235725-1648246206533094.mp4,0,1,0,0
1105ya,1.41622E+15,2025-10-18 11:59:22+00:00,1105ya-20251024140938-1416217906626717.mp4,0,1,0,0
1105ya,8.72923E+14,2025-10-18 17:16:40+00:00,1105ya-20251024111645-872923275369990.mp4,0,1,0,0
1105ya,8.96376E+14,2025-10-19 03:41:19+00:00,1105ya-20251022121202-896375773094901.mp4,0,1,0,0
1105ya,8.98433E+14,2025-10-19 04:13:41+00:00,1105ya-20251024234443-898432742912488.mp4,0,1,0,0
1105ya,2.65672E+15,2025-10-21 10:36:25+00:00,1105ya-20251023190632-2656717484687271.mp4,0,1,0,0
1105ya,9.16833E+14,2025-10-31 18:36:32+00:00,1105ya-20251120182509-916833134205733.mp4,0,1,0,0
1105ya,1.59697E+15,2025-11-02 11:59:17+00:00,1105ya-20251106125011-1596969351332173.mp4,0,1,0,0
1105ya,1.18754E+15,2025-11-02 12:10:12+00:00,1105ya-20251105070039-1187540513366525.mp4,0,1,0,0
1105ya,7.44039E+14,2025-11-02 20:55:08+00:00,1105ya-20251121155633-744039228448548.mp4,0,1,0,0
1105ya,2.09484E+15,2025-11-05 17:43:56+00:00,1105ya-20251113000429-2094838967997137.mp4,0,1,0,0
1105ya,2.43695E+15,2025-11-13 09:16:58+00:00,1105ya-20251116015627-2436950610092869.mp4,0,1,0,0
1105ya,1.52939E+15,2025-11-16 14:16:59+00:00,1105ya-20251120182503-1529386141498084.mp4,0,1,0,0
1105ya,8.71202E+14,2025-11-22 11:01:09+00:00,1105ya-20251129054115-871201869079644.mp4,0,1,0,0
1105ya,1.60528E+15,2025-11-25 20:55:24+00:00,1105ya-20251129000616-1605282657446488.mp4,0,1,0,0
1105ya,1.63411E+15,2025-11-29 00:40:57+00:00,1105ya-20251203002108-1634108481271748.mp4,0,1,0,0
1105ya,9.03658E+14,2025-12-04 06:21:29+00:00,1105ya-20251212035404-903658382380830.mp4,0,1,0,0
1105ya,1.9455E+15,2025-12-11 19:05:43+00:00,1105ya-20251216013549-1945503152981989.mp4,0,1,0,0
1105ya,1.65933E+15,2025-12-12 10:00:55+00:00,1105ya-20260220195258-1659332422103881.mp4,0,1,0,0
1105ya,8.99852E+14,2025-12-21 09:17:52+00:00,1105ya-20251228152249-899852382529237.mp4,0,1,0,0
1105ya,1.64756E+15,2025-12-24 11:12:41+00:00,1105ya-20251231002302-1647560746410457.mp4,0,1,0,0
alephant_0427,1.21585E+15,2025-01-01 12:29:46+00:00,alephant_0427-20250430092018-1215850117368168.mp4,0,1,0,0
alephant_0427,1.98468E+15,2025-01-08 11:07:25+00:00,alephant_0427-20250108193737-1984680192437269.mp4,0,1,0,0
alephant_0427,8.98842E+14,2025-01-16 12:32:42+00:00,alephant_0427-20250414040458-898842246445760.mp4,0,1,0,0
alephant_0427,1.97218E+15,2025-01-20 07:08:10+00:00,alephant_0427-20250121164817-1972183333707918.mp4,0,1,0,0
alephant_0427,1.45032E+15,2025-01-22 11:31:51+00:00,alephant_0427-20251022211012-1450319676487959.mp4,0,1,0,0
alephant_0427,4.43434E+15,2025-01-23 11:02:11+00:00,alephant_0427-20250124000033-4434335223510401.mp4,0,1,0,0
alephant_0427,7.18271E+14,2025-02-01 10:37:06+00:00,alephant_0427-20250201192711-718270541249640.mp4,0,1,0,0
alephant_0427,1.46925E+15,2025-02-11 11:08:43+00:00,alephant_0427-20251023084759-1469251131504408.mp4,0,1,0,0
alephant_0427,1.97077E+15,2025-02-13 10:36:50+00:00,alephant_0427-20250905022256-1970772923862411.mp4,0,1,0,0
alephant_0427,1.25488E+15,2025-02-26 11:34:59+00:00,alephant_0427-20250807043347-1254875266527268.mp4,0,1,0,0
alephant_0427,1.68517E+15,2025-02-28 12:46:48+00:00,alephant_0427-20250228211653-1685166875986253.mp4,0,1,0,0
alephant_0427,7.8212E+14,2025-03-13 11:40:41+00:00,alephant_0427-20250902081308-782120001109840.mp4,0,1,0,0
alephant_0427,2.14228E+15,2025-03-14 10:04:46+00:00,alephant_0427-20250315193449-2142280573289673.mp4,0,1,0,0
alephant_0427,2.64089E+16,2025-03-15 12:41:41+00:00,alephant_0427-20250831191903-26408853422033650.mp4,0,1,0,0
alephant_0427,1.35498E+15,2025-03-17 12:09:51+00:00,alephant_0427-20250318213956-1354981426467891.mp4,0,1,0,0
alephant_0427,1.54039E+15,2025-04-03 08:26:07+00:00,alephant_0427-20250403172614-1540389540369600.mp4,0,1,0,0
alephant_0427,1.33402E+15,2025-04-10 10:48:51+00:00,alephant_0427-20250502070155-1334023362079361.mp4,0,1,0,0
alephant_0427,2.11113E+15,2025-04-24 11:21:54+00:00,alephant_0427-20250809174254-2111130023010915.mp4,0,1,0,0
alephant_0427,1.47426E+15,2025-04-27 13:21:56+00:00,alephant_0427-20250427225200-1474257220929333.mp4,0,1,0,0
alephant_0427,1.47014E+15,2025-04-28 12:39:51+00:00,alephant_0427-20250502194717-1470137574485037.mp4,0,1,0,0
alephant_0427,8.81347E+14,2025-05-02 12:46:42+00:00,alephant_0427-20250722011017-881347228072938.mp4,0,1,0,0
alephant_0427,9.30725E+14,2025-05-13 10:39:56+00:00,alephant_0427-20250515191003-930725312731033.mp4,0,1,0,0
alephant_0427,1.54092E+15,2025-05-25 12:18:30+00:00,alephant_0427-20250624224944-1540919290540294.mp4,0,1,0,0
alephant_0427,2.15999E+15,2025-05-29 11:06:07+00:00,alephant_0427-20250809110732-2159993791410572.mp4,0,1,0,0
alephant_0427,7.82487E+14,2025-05-30 11:11:37+00:00,alephant_0427-20260116203617-782486917749522.mp4,0,1,0,0
alephant_0427,4.75743E+15,2025-06-04 09:19:21+00:00,alephant_0427-20250830151749-4757425371205616.mp4,0,1,0,0
alephant_0427,2.09364E+15,2025-06-06 08:21:40+00:00,alephant_0427-20250610105144-2093642311471748.mp4,0,1,0,0
alephant_0427,2.3079E+15,2025-06-09 13:59:29+00:00,alephant_0427-20250611234933-2307900489684907.mp4,0,1,0,0
alephant_0427,8.79653E+14,2025-06-12 11:47:27+00:00,alephant_0427-20250614205731-879652644891166.mp4,0,1,0,0
alephant_0427,9.2465E+14,2025-06-13 06:38:52+00:00,alephant_0427-20250617015856-924649646644968.mp4,0,1,0,0
alephant_0427,9.07152E+14,2025-06-19 10:33:21+00:00,alephant_0427-20260108135351-907152395262628.mp4,0,1,0,0
alephant_0427,8.83402E+14,2025-06-23 11:05:14+00:00,alephant_0427-20250625200517-883402087841404.mp4,0,1,0,0
alephant_0427,2.34892E+15,2025-06-24 09:54:47+00:00,alephant_0427-20250809174427-2348921335530892.mp4,0,1,0,0
alephant_0427,9.3113E+14,2025-06-26 09:47:13+00:00,alephant_0427-20250628024718-931129952749434.mp4,0,1,0,0
alephant_0427,2.31448E+15,2025-06-28 13:13:01+00:00,alephant_0427-20250630221306-2314477738976658.mp4,0,1,0,0
alephant_0427,8.80776E+14,2025-06-29 10:58:03+00:00,alephant_0427-20250730032946-880775674944238.mp4,0,1,0,0
alephant_0427,1.84108E+15,2025-06-30 10:24:50+00:00,alephant_0427-20250710131713-1841077870606011.mp4,0,1,0,0
alephant_0427,1.47657E+15,2025-07-02 10:10:50+00:00,alephant_0427-20251010194225-1476569900926021.mp4,0,1,0,0
alephant_0427,1.97006E+15,2025-07-04 13:00:28+00:00,alephant_0427-20250809174550-1970056833864356.mp4,0,1,0,0
alephant_0427,1.46569E+15,2025-07-05 11:37:12+00:00,alephant_0427-20250719022334-1465691468554948.mp4,0,1,0,0
alephant_0427,7.80962E+14,2025-07-07 09:59:21+00:00,alephant_0427-20250709185925-780962414574642.mp4,0,1,0,0
alephant_0427,1.6415E+15,2025-07-10 09:21:21+00:00,alephant_0427-20251022193531-1641496333517898.mp4,0,1,0,0
alephant_0427,1.3758E+15,2025-07-24 11:20:49+00:00,alephant_0427-20250919060652-1375797627566103.mp4,0,1,0,0
alephant_0427,1.55332E+15,2025-07-29 04:36:47+00:00,alephant_0427-20250912212827-1553317425898908.mp4,0,1,0,0
alephant_0427,1.44417E+15,2025-08-02 09:11:42+00:00,alephant_0427-20250806213733-1444166844079430.mp4,0,1,0,0
alephant_0427,1.54905E+15,2025-08-07 11:17:52+00:00,alephant_0427-20250808001757-1549049852831637.mp4,0,1,0,0
alephant_0427,2.79065E+15,2025-08-08 14:40:23+00:00,alephant_0427-20250809162027-2790654897944859.mp4,0,1,0,0
alephant_0427,1.26575E+15,2025-08-11 03:41:54+00:00,alephant_0427-20250817025201-1265748802164081.mp4,0,1,0,0
alephant_0427,1.36621E+15,2025-08-16 11:07:52+00:00,alephant_0427-20250818235758-1366208755525239.mp4,0,1,0,0
alephant_0427,9.46363E+14,2025-08-22 12:25:58+00:00,alephant_0427-20250824024218-946363114743818.mp4,0,1,0,0
alephant_0427,1.64939E+15,2025-08-30 12:21:35+00:00,alephant_0427-20250902003142-1649392182757148.mp4,0,1,0,0
alephant_0427,7.99155E+14,2025-09-06 10:11:13+00:00,alephant_0427-20251201083449-799154619894322.mp4,0,1,0,0
alephant_0427,8.64964E+14,2025-09-18 10:20:31+00:00,alephant_0427-20251220185437-864963996498034.mp4,0,1,0,0
alephant_0427,1.19052E+15,2025-09-25 10:40:01+00:00,alephant_0427-20251001174047-1190520649948288.mp4,0,1,0,0
alephant_0427,1.16611E+15,2025-09-28 10:12:18+00:00,alephant_0427-20250928221222-1166105702045477.mp4,0,1,0,0
alephant_0427,2.61853E+16,2025-10-03 12:18:28+00:00,alephant_0427-20251004025907-26185320024488988.mp4,0,1,0,0
alephant_0427,9.30286E+14,2025-10-09 10:17:53+00:00,alephant_0427-20251011232759-930286206352476.mp4,0,1,0,0
alephant_0427,1.95723E+15,2025-10-14 09:00:00+00:00,alephant_0427-20251016200008-1957228228506313.mp4,0,1,0,0
alephant_0427,1.93526E+15,2025-10-19 11:38:10+00:00,alephant_0427-20260122023728-1935261010716382.mp4,0,1,0,0
alephant_0427,1.5796E+15,2025-10-26 08:29:36+00:00,alephant_0427-20260206232613-1579599836609052.mp4,0,1,0,0
alephant_0427,1.24456E+15,2025-10-30 08:47:44+00:00,alephant_0427-20251102122751-1244557107118574.mp4,0,1,0,0
alephant_0427,1.43691E+15,2025-10-31 11:10:14+00:00,alephant_0427-20251031194111-1436905111501600.mp4,0,1,0,0
alephant_0427,2.38988E+15,2025-11-02 12:51:43+00:00,alephant_0427-20251102212244-2389882638124668.mp4,0,1,0,0
alephant_0427,1.32066E+15,2025-11-06 11:12:38+00:00,alephant_0427-20251109222243-1320661716783591.mp4,0,1,0,0
alephant_0427,2.83445E+15,2025-11-07 13:03:58+00:00,alephant_0427-20251111071404-2834451383567917.mp4,0,1,0,0
alephant_0427,1.82821E+15,2025-11-21 09:50:46+00:00,alephant_0427-20251127135142-1828205674561990.mp4,0,1,0,0
alephant_0427,2.29851E+15,2025-11-25 10:03:08+00:00,alephant_0427-20251128215348-2298505334006207.mp4,0,1,0,0
alephant_0427,1.45057E+15,2025-11-26 11:13:03+00:00,alephant_0427-20251129113309-1450571913434942.mp4,0,1,0,0
alephant_0427,1.34368E+15,2025-12-04 10:20:47+00:00,alephant_0427-20251207201053-1343680884331924.mp4,0,1,0,0
alephant_0427,8.09532E+14,2025-12-08 10:58:02+00:00,alephant_0427-20251212033806-809532221405359.mp4,0,1,0,0
alephant_0427,1.39541E+15,2025-12-11 11:56:00+00:00,alephant_0427-20251215193605-1395414371849446.mp4,0,1,0,0
alephant_0427,8.48393E+14,2025-12-18 12:13:02+00:00,alephant_0427-20251222133310-848393481584784.mp4,0,1,0,0
alephant_0427,3.81327E+15,2025-12-25 01:48:29+00:00,alephant_0427-20251229032833-3813274972299982.mp4,0,1,0,0
alephant_0427,9.38788E+14,2025-12-29 06:29:43+00:00,alephant_0427-20251231233950-938787828586851.mp4,0,1,0,0
alephant_0427,7.97309E+14,2025-12-30 10:01:10+00:00,alephant_0427-20260103134355-797309436752196.mp4,0,1,0,0
alephant_0427,8.90542E+14,2025-12-31 04:13:38+00:00,alephant_0427-20260104054343-890541757190487.mp4,0,1,0,0
602avenue,2.15944E+15,2025-01-12 12:50:23+00:00,602avenue-20250710170713-2159436944811930.mp4,0,1,1,1
602avenue,9.34672E+14,2025-01-23 12:30:03+00:00,602avenue-20250629180741-934671635776580.mp4,0,1,1,1
602avenue,1.97149E+15,2025-01-25 12:01:20+00:00,602avenue-20250828221048-1971490927580251.mp4,0,1,1,1
602avenue,9.44324E+14,2025-02-05 15:26:48+00:00,602avenue-20250513145122-944323957950761.mp4,0,1,1,1
602avenue,1.8494E+15,2025-02-06 14:12:49+00:00,602avenue-20250607102625-1849403705754123.mp4,0,1,1,1
602avenue,3.41563E+15,2025-02-08 12:01:09+00:00,602avenue-20260219004708-3415625351910325.mp4,0,1,1,1
602avenue,1.19659E+15,2025-02-09 12:45:16+00:00,602avenue-20250916121005-1196589175797791.mp4,0,1,1,1
602avenue,2.36484E+15,2025-02-16 12:35:15+00:00,602avenue-20260111140247-2364843953997562.mp4,0,1,1,1
602avenue,9.36684E+14,2025-02-19 13:08:00+00:00,602avenue-20250714164523-936684499042263.mp4,0,1,1,1
602avenue,9.40225E+14,2025-02-27 11:59:35+00:00,602avenue-20250829135501-940225325005093.mp4,0,1,1,1
602avenue,1.97531E+15,2025-03-04 11:34:35+00:00,602avenue-20260120230402-1975309876744182.mp4,0,1,1,1
602avenue,1.26022E+15,2025-03-07 12:40:40+00:00,602avenue-20250325210954-1260216609536513.mp4,0,1,1,1
602avenue,2.1102E+15,2025-03-08 12:04:56+00:00,602avenue-20250908045808-2110197666502883.mp4,0,1,1,1
602avenue,2.51142E+15,2025-03-19 12:13:48+00:00,602avenue-20250804231758-2511421519328039.mp4,0,1,1,1
602avenue,2.81117E+15,2025-03-21 13:18:26+00:00,602avenue-20250712143848-2811167015888769.mp4,0,1,1,1
602avenue,8.42898E+14,2025-03-29 09:00:37+00:00,602avenue-20250712143054-842897732098426.mp4,0,1,1,1
602avenue,1.97275E+15,2025-04-01 12:00:04+00:00,602avenue-20260121145224-1972752933641910.mp4,0,1,1,1
602avenue,9.38063E+14,2025-04-02 12:34:47+00:00,602avenue-20250803205058-938063301943846.mp4,0,1,1,1
602avenue,9.12409E+14,2025-04-06 12:02:26+00:00,602avenue-20250806212604-912409261508309.mp4,0,1,1,1
602avenue,2.30986E+15,2025-04-17 11:54:41+00:00,602avenue-20250802082520-2309855456177572.mp4,0,1,1,1
602avenue,1.42738E+15,2025-04-19 12:11:31+00:00,602avenue-20250903003341-1427376322379532.mp4,0,1,1,1
602avenue,9.27106E+14,2025-04-22 12:42:43+00:00,602avenue-20260125044333-927105863148675.mp4,0,1,1,1
602avenue,2.10632E+15,2025-04-25 11:58:07+00:00,602avenue-20250807002852-2106322826609785.mp4,0,1,1,1
602avenue,1.4811E+15,2025-04-30 11:59:01+00:00,602avenue-20251201055625-1481096953416968.mp4,0,1,1,1
602avenue,2.465E+15,2025-05-02 11:58:55+00:00,602avenue-20250916071059-2465000727347961.mp4,0,1,1,1
602avenue,1.09935E+15,2025-05-03 13:24:28+00:00,602avenue-20250715190845-1099350148989767.mp4,0,1,1,1
602avenue,1.80311E+15,2025-05-04 11:59:22+00:00,602avenue-20250506211927-1803108593693910.mp4,0,1,1,1
602avenue,7.82427E+14,2025-05-09 16:22:12+00:00,602avenue-20250914055654-782426894423252.mp4,0,1,1,1
602avenue,9.59506E+14,2025-05-15 11:58:57+00:00,602avenue-20250516210902-959506466750463.mp4,0,1,1,1
602avenue,1.71602E+15,2025-05-20 12:01:57+00:00,602avenue-20250720235627-1716019942709266.mp4,0,1,1,1
602avenue,1.23015E+15,2025-05-31 12:04:28+00:00,602avenue-20250601184040-1230149232646180.mp4,0,1,1,1
602avenue,9.62487E+14,2025-06-05 14:36:52+00:00,602avenue-20251106071203-962486793189013.mp4,0,1,1,1
602avenue,9.24739E+14,2025-06-06 12:01:41+00:00,602avenue-20260109132629-924738616677753.mp4,0,1,1,1
602avenue,4.40197E+15,2025-06-10 12:10:06+00:00,602avenue-20250918114407-4401971093414194.mp4,0,1,1,1
602avenue,1.25276E+15,2025-06-12 12:02:18+00:00,602avenue-20250726151226-1252762293046350.mp4,0,1,1,1
602avenue,1.60232E+15,2025-06-17 12:40:45+00:00,602avenue-20250627191217-1602320041017233.mp4,0,1,1,1
602avenue,9.38002E+14,2025-06-20 12:01:08+00:00,602avenue-20250906163551-938002218679752.mp4,0,1,1,1
602avenue,2.63316E+16,2025-06-21 12:00:14+00:00,602avenue-20251030210801-26331639713192029.mp4,0,1,1,1
602avenue,1.32545E+15,2025-06-27 11:01:13+00:00,602avenue-20250731174016-1325453419501890.mp4,0,1,1,1
602avenue,1.08256E+15,2025-06-28 04:11:23+00:00,602avenue-20250703111453-1082559920699689.mp4,0,1,1,1
602avenue,7.66052E+14,2025-06-28 10:16:23+00:00,602avenue-20251206010102-766051776558537.mp4,0,1,1,1
602avenue,1.45086E+15,2025-06-29 03:38:58+00:00,602avenue-20250805214727-1450856373316085.mp4,0,1,1,1
602avenue,2.13928E+15,2025-06-29 14:11:27+00:00,602avenue-20250801224831-2139284233580966.mp4,0,1,1,1
602avenue,9.0496E+14,2025-07-01 09:00:22+00:00,602avenue-20250729124534-904960372274534.mp4,0,1,1,1
602avenue,1.39472E+15,2025-07-02 06:10:47+00:00,602avenue-20260112190131-1394718919119484.mp4,0,1,1,1
602avenue,1.64511E+15,2025-07-03 04:29:03+00:00,602avenue-20250801095450-1645112699837451.mp4,0,1,1,1
602avenue,8.60123E+14,2025-07-03 15:56:03+00:00,602avenue-20250726021906-860122550404820.mp4,0,1,1,1
602avenue,7.88148E+14,2025-07-04 06:18:54+00:00,602avenue-20250828112640-788147827666935.mp4,0,1,1,1
602avenue,1.27262E+15,2025-07-04 11:52:39+00:00,602avenue-20250806225241-1272624531434555.mp4,0,1,1,1
602avenue,1.37739E+15,2025-07-05 12:01:57+00:00,602avenue-20250710154155-1377385277526312.mp4,0,1,1,1
602avenue,1.45061E+15,2025-07-05 16:09:12+00:00,602avenue-20250715172654-1450613046696169.mp4,0,1,1,1
602avenue,2.13683E+15,2025-07-06 04:15:24+00:00,602avenue-20250911063740-2136828867064032.mp4,0,1,1,1
602avenue,2.92357E+15,2025-07-07 12:55:26+00:00,602avenue-20250804133012-2923573717846842.mp4,0,1,1,1
602avenue,2.14697E+15,2025-07-08 13:15:59+00:00,602avenue-20250916140317-2146969699474406.mp4,0,1,1,1
602avenue,2.64806E+16,2025-07-09 04:27:39+00:00,602avenue-20250731000049-26480570988201193.mp4,0,1,1,1
602avenue,2.65628E+16,2025-07-09 15:06:27+00:00,602avenue-20250806185742-26562818783310919.mp4,0,1,1,1
602avenue,1.23062E+15,2025-07-10 13:24:34+00:00,602avenue-20250731222326-1230623558669723.mp4,0,1,1,1
602avenue,8.932E+14,2025-07-11 12:26:38+00:00,602avenue-20260117081748-893200399996588.mp4,0,1,1,1
602avenue,7.486E+14,2025-07-12 09:51:56+00:00,602avenue-20250730235835-748600094995724.mp4,0,1,1,1
602avenue,1.25192E+15,2025-07-13 07:37:43+00:00,602avenue-20250804164332-1251916850343276.mp4,0,1,1,1
602avenue,1.79578E+15,2025-07-14 13:53:23+00:00,602avenue-20260103072930-1795776241092994.mp4,0,1,1,1
602avenue,1.17694E+15,2025-07-15 10:16:02+00:00,602avenue-20250807001026-1176935484304428.mp4,0,1,1,1
602avenue,1.73879E+15,2025-07-16 11:15:27+00:00,602avenue-20250805081815-1738791200417408.mp4,0,1,1,1
602avenue,1.11902E+15,2025-07-18 13:33:11+00:00,602avenue-20250806230806-1119024990324988.mp4,0,1,1,1
602avenue,8.06158E+14,2025-07-20 14:05:05+00:00,602avenue-20250806184752-806158188446842.mp4,0,1,1,1
602avenue,1.22672E+15,2025-07-21 11:54:03+00:00,602avenue-20250809030407-1226719889639629.mp4,0,1,1,1
602avenue,9.17478E+14,2025-07-22 04:14:56+00:00,602avenue-20250806114102-917477503971301.mp4,0,1,1,1
602avenue,8.9425E+14,2025-07-23 08:36:19+00:00,602avenue-20250807200249-894250386943085.mp4,0,1,1,1
602avenue,9.04952E+14,2025-07-23 12:07:11+00:00,602avenue-20250806214054-904951825446691.mp4,0,1,1,1
602avenue,2.51521E+15,2025-07-25 12:21:24+00:00,602avenue-20251019173720-2515206358904070.mp4,0,1,1,1
602avenue,3.04254E+15,2025-07-29 11:54:26+00:00,602avenue-20250806234225-3042543655946321.mp4,0,1,1,1
602avenue,9.27951E+14,2025-07-30 14:05:32+00:00,602avenue-20250805210954-927950859686186.mp4,0,1,1,1
602avenue,1.49807E+15,2025-08-01 16:55:32+00:00,602avenue-20250807040308-1498071125018404.mp4,0,1,1,1
602avenue,8.89331E+14,2025-08-02 12:04:52+00:00,602avenue-20250807000837-889330870603128.mp4,0,1,1,1
602avenue,1.63701E+15,2025-08-02 16:19:27+00:00,602avenue-20250807201152-1637007510647234.mp4,0,1,1,1
602avenue,1.9768E+15,2025-08-06 13:33:22+00:00,602avenue-20250808084326-1976796079894900.mp4,0,1,1,1
602avenue,4.31651E+15,2025-08-07 04:14:33+00:00,602avenue-20250808102440-4316506568637027.mp4,0,1,1,1
602avenue,9.10313E+14,2025-08-09 12:02:59+00:00,602avenue-20251026202523-910312698580439.mp4,0,1,1,1
602avenue,1.58178E+15,2025-08-11 12:02:27+00:00,602avenue-20250813232242-1581780132916121.mp4,0,1,1,1
602avenue,1.63396E+15,2025-08-12 12:34:48+00:00,602avenue-20250831174456-1633955184407778.mp4,0,1,1,1
602avenue,1.93563E+15,2025-08-16 11:59:06+00:00,602avenue-20250817191912-1935634657049911.mp4,0,1,1,1
602avenue,2.38206E+15,2025-08-17 12:01:40+00:00,602avenue-20250818111146-2382062982307952.mp4,0,1,1,1
602avenue,7.31545E+14,2025-08-18 12:50:16+00:00,602avenue-20250824105026-731545473222900.mp4,0,1,1,1
602avenue,9.30044E+14,2025-08-20 14:41:15+00:00,602avenue-20250826015122-930044359970710.mp4,0,1,1,1
602avenue,4.55035E+15,2025-08-22 12:03:43+00:00,602avenue-20251004230118-4550349285197115.mp4,0,1,1,1
602avenue,1.68296E+15,2025-08-25 14:44:02+00:00,602avenue-20251213135121-1682959279745126.mp4,0,1,1,1
602avenue,9.17231E+14,2025-08-26 05:10:50+00:00,602avenue-20250826230057-917231461039040.mp4,0,1,1,1
602avenue,1.7139E+15,2025-08-27 12:01:43+00:00,602avenue-20251004225909-1713898022917032.mp4,0,1,1,1
602avenue,7.84727E+14,2025-08-28 11:57:47+00:00,602avenue-20251004225642-784727458020409.mp4,0,1,1,1
602avenue,1.41335E+15,2025-08-29 12:01:09+00:00,602avenue-20250831231117-1413345207245543.mp4,0,1,1,1
602avenue,1.77179E+15,2025-08-30 04:41:35+00:00,602avenue-20251004225444-1771791213427715.mp4,0,1,1,1
602avenue,9.33534E+14,2025-08-30 12:01:44+00:00,602avenue-20250901215730-933534402456325.mp4,0,1,1,1
602avenue,1.50982E+15,2025-08-31 04:11:13+00:00,602avenue-20251004225403-1509824430504308.mp4,0,1,1,1
602avenue,2.81181E+15,2025-09-01 12:01:41+00:00,602avenue-20260108114729-2811814012484271.mp4,0,1,1,1
602avenue,9.54428E+14,2025-09-02 04:03:33+00:00,602avenue-20251004225339-954428153921206.mp4,0,1,1,1
602avenue,1.41421E+15,2025-09-02 12:32:16+00:00,602avenue-20251004225132-1414208536851963.mp4,0,1,1,1
602avenue,2.27957E+15,2025-09-04 11:59:41+00:00,602avenue-20251004225112-2279567686163662.mp4,0,1,1,1
602avenue,1.2711E+15,2025-09-06 12:04:47+00:00,602avenue-20251004225052-1271100831843680.mp4,0,1,1,1
602avenue,1.90198E+15,2025-09-08 11:54:09+00:00,602avenue-20251004225030-1901978247355022.mp4,0,1,1,1
602avenue,9.4775E+14,2025-09-09 14:35:57+00:00,602avenue-20251004224953-947749921243917.mp4,0,1,1,1
602avenue,3.91436E+15,2025-09-10 13:18:55+00:00,602avenue-20251004224913-3914362718862878.mp4,0,1,1,1
602avenue,9.35977E+14,2025-09-11 12:10:09+00:00,602avenue-20251004224806-935976715533237.mp4,0,1,1,1
602avenue,2.09806E+15,2025-09-12 12:03:59+00:00,602avenue-20251004224119-2098058947647950.mp4,0,1,1,1
602avenue,1.22087E+15,2025-09-13 08:46:48+00:00,602avenue-20250927181140-1220871220227256.mp4,0,1,1,1
602avenue,1.97274E+15,2025-09-14 12:01:21+00:00,602avenue-20251004224006-1972741913277807.mp4,0,1,1,1
602avenue,1.45299E+15,2025-09-15 08:37:44+00:00,602avenue-20251004223902-1452990086411173.mp4,0,1,1,1
602avenue,2.14912E+15,2025-09-17 15:36:53+00:00,602avenue-20251004223828-2149119769236212.mp4,0,1,1,1
602avenue,1.23413E+15,2025-09-18 04:29:15+00:00,602avenue-20251004223629-1234127138906985.mp4,0,1,1,1
602avenue,2.76828E+15,2025-09-18 13:30:49+00:00,602avenue-20251004223534-2768283930190910.mp4,0,1,1,1
